id,host_listings_count,latitude,longitude,accommodates,bathrooms,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,cta,time_to_cta_minutes
2396340,22,41.89648,-87.65651,8,2.0,302.0,998.0,150.0,50.0,1,365,5,1125,27,354,349,50,3.0,1.5
2429295,3,41.86756,-87.68661999999998,2,1.0,79.0,500.0,15.0,9.0,1,1125,1,1125,30,331,51,10,1.0,13.14
2437230,2,41.942640000000004,-87.68336,2,1.0,105.0,0.0,95.0,100.0,1,365,2,1125,22,100,80,9,1.0,14.14
2453598,81,41.8877,-87.64276,2,1.0,130.0,0.0,100.0,0.0,60,365,60,365,30,365,7,0,8.0,3.6
2458029,1,41.93501,-87.64819,1,1.0,113.0,0.0,30.0,0.0,1,1125,1,1125,0,257,14,6,3.0,7.17
2459132,0,41.96703,-87.75086999999998,8,1.0,95.0,250.0,75.0,25.0,2,1125,2,1125,28,363,67,0,2.0,13.74
2473938,2,41.85105,-87.67942,2,1.0,60.0,0.0,0.0,20.0,30,90,30,90,0,52,128,18,3.0,6.99
2479175,1,41.96293,-87.69358000000004,2,1.0,85.0,95.0,25.0,10.0,2,18,2,1125,29,144,169,26,3.0,5.46
2496594,81,41.89009,-87.62304,2,1.0,161.0,0.0,80.0,0.0,31,1124,31,1124,30,365,4,0,9.0,8.08
2499596,1,41.900059999999996,-87.68096,5,1.5,119.0,0.0,0.0,0.0,5,90,7,90,30,90,148,15,0.0,80.39
2509508,2,41.81207,-87.60417,4,1.0,85.0,0.0,0.0,20.0,3,1125,3,1125,0,0,18,0,0.0,76.63
2510602,81,41.89076,-87.62276999999996,4,2.0,225.0,0.0,120.0,0.0,31,1125,31,1125,30,365,4,0,9.0,8.24
2512247,4,41.90143,-87.63273000000002,2,1.0,75.0,200.0,0.0,0.0,7,60,7,60,1,40,4,1,3.0,4.75
2515100,2,41.89907,-87.68085,2,1.0,55.0,95.0,10.0,10.0,2,8,2,8,0,0,192,14,0.0,79.11
2515629,3,41.88342,-87.69618,2,1.0,30.0,120.0,30.0,25.0,2,60,2,60,7,148,128,20,3.0,2.28
2519442,1,41.79599,-87.62355,2,1.5,80.0,100.0,60.0,0.0,2,30,2,1125,29,364,82,13,2.0,7.74
2543231,2,41.8579,-87.65104000000002,2,1.0,68.0,0.0,0.0,0.0,2,1125,2,1125,26,80,220,30,0.0,44.26
2552219,1,41.95163,-87.71651,9,3.0,200.0,0.0,75.0,10.0,2,1125,2,1125,5,10,3,3,1.0,9.59
2564678,4,41.85448,-87.70787,1,1.5,45.0,550.0,0.0,10.0,2,1125,2,1125,29,179,6,3,2.0,3.68
2570620,7,41.89826,-87.70336,2,1.0,45.0,100.0,40.0,10.0,1,1125,1,1125,28,249,535,84,0.0,49.3
2583929,81,41.8537,-87.62338000000004,3,1.0,129.0,0.0,100.0,0.0,60,1122,60,1122,30,365,16,0,2.0,6.67
2585378,1,41.90772,-87.68121,1,1.0,80.0,0.0,30.0,0.0,7,100,7,100,5,220,20,2,2.0,6.62
2604345,18,41.80458,-87.60508,2,1.0,27.0,250.0,100.0,5.0,1,1125,1,1125,30,365,25,5,0.0,64.41
2604454,3,41.789770000000004,-87.58915999999998,6,1.5,165.0,0.0,30.0,25.0,1,14,1,14,0,0,104,20,0.0,96.11
2612989,4,41.96089,-87.67981,4,1.0,150.0,150.0,25.0,10.0,2,40,2,40,30,365,23,0,4.0,5.63
2614364,1,41.94467,-87.65856,10,1.0,500.0,500.0,70.0,40.0,2,1125,2,1125,29,355,63,2,4.0,7.07
2619937,2,41.98681,-87.69806,5,2.0,130.0,200.0,100.0,15.0,1,31,1,1125,12,72,7,0,0.0,75.1
2658946,7,41.91755,-87.63592,8,2.0,95.0,0.0,55.0,10.0,1,120,4,1125,22,211,459,84,1.0,12.74
2659670,5,41.96821,-87.65626,16,2.5,700.0,0.0,175.0,50.0,1,1125,1,1125,30,338,123,22,3.0,3.34
2661465,81,41.886179999999996,-87.61888,2,1.0,150.0,0.0,80.0,0.0,31,365,31,365,30,365,25,0,9.0,10.82
2671680,1,41.98705,-87.66228000000002,2,1.5,85.0,300.0,40.0,15.0,3,30,3,1125,30,331,82,12,3.0,7.17
2679456,81,41.852109999999996,-87.6216,4,2.0,200.0,0.0,100.0,0.0,90,368,90,368,30,365,6,0,2.0,5.81
2688739,3,41.86759,-87.68204,2,1.0,87.0,500.0,15.0,9.0,1,1125,1,1125,30,327,31,0,2.0,16.55
2693387,1,41.914320000000004,-87.6737,10,2.0,99.0,200.0,100.0,30.0,1,29,3,29,7,63,96,31,1.0,9.55
2695259,1,41.93227,-87.64879,4,1.0,159.0,1000.0,89.0,25.0,1,1125,2,1125,29,106,105,51,4.0,5.88
2715815,81,41.85445,-87.62432,4,1.0,130.0,0.0,0.0,0.0,31,1125,60,1125,0,258,14,0,2.0,4.05
2730613,2,41.68612,-87.67735,4,1.0,79.0,500.0,29.0,10.0,2,1000,2,1000,30,180,133,10,0.0,92.12
2731202,2,41.68582,-87.68066999999998,4,1.0,76.0,500.0,29.0,20.0,2,1125,2,1125,22,355,139,25,0.0,95.85
2764548,1,42.00598,-87.67211,2,1.0,78.0,150.0,0.0,0.0,2,1125,2,1125,21,316,146,19,2.0,11.16
2782345,1,41.92985,-87.64353,2,1.0,124.0,0.0,35.0,0.0,3,1125,3,1125,30,355,74,12,3.0,14.01
2817608,8,41.94278,-87.67220999999998,4,2.0,289.0,1000.0,50.0,15.0,3,1125,3,1125,30,365,13,1,3.0,2.73
2819982,81,41.85235,-87.6216,4,2.0,250.0,0.0,120.0,0.0,60,1125,60,1125,29,364,8,0,2.0,5.82
2824585,6,41.94435,-87.79969,2,1.0,39.0,0.0,20.0,0.0,2,1125,2,1125,29,363,14,0,0.0,73.29
2832376,81,41.854409999999994,-87.62151,4,1.0,129.0,0.0,80.0,0.0,31,1125,45,1125,30,365,7,0,2.0,6.97
2836339,81,41.89098,-87.62238,2,1.0,258.0,0.0,80.0,0.0,32,365,32,365,16,274,5,0,9.0,8.76
2837146,2,41.94795,-87.68314000000002,9,1.0,128.0,0.0,75.0,25.0,2,29,2,1125,30,182,163,16,2.0,11.29
2844042,6,41.89425,-87.68468,3,1.0,99.0,0.0,200.0,25.0,28,1125,28,1125,1,208,147,5,0.0,77.01
2874467,4,41.828720000000004,-87.60826,3,1.5,50.0,200.0,25.0,25.0,1,1125,1,1125,23,351,194,13,,
2874486,2,41.902429999999995,-87.67028,5,2.0,210.0,250.0,75.0,0.0,2,1125,3,1125,22,169,92,26,2.0,4.49
2875902,81,41.88766,-87.61754,5,2.0,220.0,0.0,120.0,0.0,32,1113,32,1113,30,365,5,0,7.0,13.21
2879976,2,41.93758,-87.7124,2,1.0,75.0,95.0,25.0,30.0,1,1124,2,1125,30,334,249,32,2.0,1.79
2907112,2,41.88523,-87.65195,2,1.0,130.0,150.0,80.0,0.0,4,1125,4,1125,8,330,57,7,3.0,0.92
2907500,3,41.78355,-87.72894000000002,2,1.0,34.0,0.0,8.0,0.0,1,1125,1,1125,0,173,303,0,1.0,14.22
2934604,1,41.9044,-87.67145,2,1.0,110.0,0.0,20.0,0.0,1,1125,3,1125,27,168,267,37,2.0,5.94
2979322,1,41.92049,-87.65789000000002,2,1.0,200.0,0.0,0.0,0.0,28,90,28,90,29,258,6,2,2.0,8.28
2989466,2,41.79748,-87.59078000000002,5,1.0,115.0,0.0,65.0,20.0,2,1125,2,1125,28,339,135,39,0.0,84.05
3031898,2,41.77293,-87.56951,2,2.0,70.0,100.0,50.0,0.0,32,1125,32,1125,30,365,245,26,0.0,102.5
3052275,3,41.90263,-87.64155,2,1.0,94.0,1000.0,35.0,10.0,1,1125,1,1125,0,0,71,2,4.0,12.73
3053081,2,41.91548,-87.67451,3,1.0,125.0,0.0,50.0,0.0,1,30,2,30,7,139,264,63,1.0,10.29
3061036,0,41.85298,-87.62761,3,1.0,85.0,0.0,0.0,12.0,1,18,1,1125,30,193,487,79,2.0,1.28
3068787,1,41.96315,-87.6804,4,2.0,150.0,0.0,75.0,0.0,3,1125,3,1125,0,265,95,9,4.0,5.64
3083343,6,41.91603,-87.67119,4,1.0,130.0,250.0,150.0,10.0,3,75,7,1125,24,54,73,13,1.0,14.46
3088192,1,41.93156,-87.71161,8,1.0,145.0,0.0,60.0,10.0,1,1125,1,1125,15,302,394,71,2.0,3.62
3094937,1,41.94425,-87.68670999999998,5,1.0,70.0,95.0,50.0,0.0,1,1125,1,1125,0,0,20,1,1.0,15.53
3105733,3,41.86823,-87.68483,2,1.0,97.0,500.0,15.0,9.0,1,1125,1,1125,0,173,24,1,2.0,12.96
3111197,1,42.00529,-87.67761,2,1.0,130.0,0.0,0.0,30.0,3,1125,3,1125,30,365,44,0,1.0,18.12
3138825,11,41.85683,-87.65249,12,1.0,69.0,0.0,19.0,19.0,1,1125,1,1125,30,171,431,70,0.0,45.81
3143254,4,41.82875,-87.60826,5,1.5,60.0,200.0,25.0,25.0,1,365,1,365,27,332,254,16,,
3151779,2,41.92476,-87.68564,1,1.0,40.0,0.0,30.0,0.0,1,100,1,100,30,365,17,1,2.0,15.53
3191655,1,41.96697,-87.70906,5,1.0,100.0,250.0,75.0,20.0,3,29,3,29,29,179,13,0,3.0,1.59
3217145,4,41.93493,-87.6462,2,1.0,179.0,0.0,0.0,10.0,1,1124,2,1124,29,364,242,3,3.0,8.94
3241929,1,41.90226,-87.6797,2,1.0,172.0,0.0,45.0,0.0,1,30,1,30,3,292,218,22,1.0,12.46
3267902,1,41.9895,-87.66685,4,1.0,85.0,150.0,45.0,15.0,2,1125,2,1125,24,331,267,48,3.0,8.22
3292054,7,41.94313,-87.65613,8,3.0,450.0,2000.0,100.0,60.0,3,1125,3,1125,15,345,141,14,4.0,6.75
3293564,7,41.94465,-87.65477,2,1.0,99.0,1000.0,35.0,0.0,2,1125,2,1125,9,272,50,8,4.0,6.5
3295017,7,41.94276,-87.65498000000002,2,1.0,99.0,1000.0,40.0,0.0,2,1125,2,1125,18,283,23,4,4.0,5.04
3298786,2,41.93625,-87.71245,2,1.0,75.0,150.0,25.0,30.0,1,1125,1,1125,30,362,78,15,2.0,3.48
3300206,1,41.90832,-87.69444,2,1.0,75.0,200.0,50.0,15.0,1,1125,1,1125,30,365,61,14,1.0,18.42
3302759,3,41.89885,-87.68007,12,2.0,299.0,350.0,160.0,0.0,2,365,2,1125,18,304,156,28,0.0,78.12
3303813,7,41.94279,-87.65548000000004,2,1.0,75.0,1000.0,35.0,0.0,2,1125,2,1125,9,274,81,18,4.0,5.69
3308694,2,41.8867,-87.64338000000002,5,1.0,299.0,500.0,120.0,0.0,2,30,2,30,29,348,38,13,7.0,3.3
3329088,1,41.88373,-87.70718000000002,4,2.0,85.0,500.0,35.0,65.0,2,93,2,1125,15,342,89,19,3.0,1.9
3351169,1,41.8611,-87.6278,1,1.0,45.0,0.0,50.0,50.0,1,5,1,5,29,89,133,1,3.0,8.66
3373118,2,41.90961,-87.69635,4,2.0,130.0,500.0,100.0,20.0,30,60,30,60,28,363,0,0,1.0,18.5
3376665,2,41.90968,-87.69768,2,1.0,90.0,0.0,30.0,20.0,2,7,2,7,30,365,63,9,1.0,23.1
3385966,2,41.93755,-87.66932,5,2.0,142.0,0.0,95.0,80.0,2,1125,2,1125,21,341,141,21,2.0,10.61
3394750,2,41.825829999999996,-87.67534,3,1.0,95.0,100.0,50.0,15.0,1,30,1,30,16,345,87,27,1.0,10.28
3423436,2,41.94177,-87.65146999999996,1,1.0,70.0,0.0,0.0,0.0,2,1125,2,1125,24,84,0,0,3.0,4.18
3434136,2,41.9402,-87.65133,1,1.0,75.0,0.0,0.0,0.0,2,1125,2,1125,30,340,143,0,4.0,1.78
3453656,2,41.99993,-87.66844,2,1.0,45.0,150.0,75.0,15.0,10,90,10,1125,18,111,34,7,3.0,8.99
3488317,4,41.94328,-87.6487,7,1.0,375.0,1000.0,0.0,25.0,1,29,2,29,0,0,6,0,3.0,8.81
3497096,2,41.92709,-87.66337,2,1.0,59.0,0.0,0.0,20.0,32,1125,32,1125,8,271,15,1,2.0,12.76
3517984,1,41.7998,-87.59380999999998,2,1.0,75.0,0.0,0.0,0.0,1,1125,1,1125,27,344,307,73,0.0,77.62
3521727,1,41.94009000000001,-87.65697,4,2.0,230.0,0.0,40.0,40.0,30,180,30,180,0,0,9,0,5.0,3.93
3534562,1,41.92716,-87.65788,5,1.0,175.0,150.0,75.0,18.0,1,1125,1,1125,24,33,358,66,2.0,7.23
3562948,1,41.826159999999994,-87.67481,6,1.0,112.0,200.0,100.0,15.0,4,30,4,30,0,0,114,30,1.0,10.34
3563297,2,41.90182,-87.68401999999998,2,1.0,55.0,95.0,12.0,12.0,2,6,2,6,0,0,175,16,1.0,18.61
3570616,4,41.9293,-87.72039000000002,3,1.0,95.0,0.0,200.0,30.0,31,1125,31,1125,22,203,140,1,1.0,14.69
3571862,81,41.88626,-87.61621,3,1.0,140.0,0.0,80.0,0.0,31,1124,31,1124,30,365,12,0,7.0,13.29
3576287,0,41.97329000000001,-87.65765999999998,2,1.0,65.0,0.0,30.0,15.0,1,30,1,30,0,208,2,2,4.0,0.93
3580497,16,41.89805,-87.62977,4,1.0,91.0,1000.0,100.0,0.0,31,1123,31,1123,0,272,86,3,4.0,3.31
3585870,1,41.92245,-87.70345,2,1.0,110.0,0.0,65.0,10.0,2,160,2,160,4,23,223,23,2.0,6.46
3590692,3,41.99041,-87.66022,1,1.0,64.0,0.0,55.0,25.0,20,365,20,1125,30,328,33,1,3.0,2.14
3627357,1,41.925290000000004,-87.66642,2,1.0,199.0,0.0,60.0,0.0,2,1125,2,1125,30,360,66,2,0.0,75.13
3634631,3,42.00355,-87.6738,1,1.0,70.0,0.0,20.0,0.0,3,120,3,120,2,290,13,0,2.0,13.43
3638346,2,42.00565,-87.6633,2,1.0,99.0,0.0,35.0,15.0,2,7,2,1125,0,141,117,22,2.0,6.91
3638744,2,41.96024,-87.72159,4,1.0,67.0,100.0,100.0,30.0,3,1125,4,1125,0,0,26,7,3.0,17.9
3639045,1,41.99783,-87.67373,4,1.0,51.0,0.0,40.0,20.0,7,1125,7,1125,1,235,3,2,1.0,17.26
3666681,81,41.88975,-87.63425,2,1.0,200.0,0.0,100.0,0.0,30,1123,30,1123,30,365,14,4,10.0,1.77
3667996,18,41.80285,-87.60354,2,1.0,34.0,250.0,100.0,5.0,2,1125,2,1125,21,171,29,6,0.0,66.44
3676258,15,41.88665,-87.63292,6,2.0,249.0,0.0,100.0,0.0,30,1125,30,1125,30,90,2,0,13.0,2.27
3684028,1,41.9318,-87.65113000000002,3,1.0,150.0,200.0,45.0,25.0,2,1125,2,1125,0,5,64,5,4.0,2.81
3689246,1,41.89768,-87.6437,2,1.0,210.0,0.0,90.0,60.0,2,10,2,10,30,180,34,7,3.0,10.09
3696178,2,42.021390000000004,-87.67363,2,1.0,45.0,0.0,20.0,35.0,3,1125,3,1125,22,195,53,12,3.0,4.69
3697283,1,41.81793,-87.61796,1,1.0,75.0,0.0,10.0,20.0,2,7,2,7,0,0,11,2,3.0,3.24
3731110,1,41.90275,-87.6311,3,1.0,100.0,0.0,20.0,15.0,2,21,2,21,0,5,141,15,3.0,1.61
3742513,16,42.0168,-87.68771,2,2.0,25.0,100.0,12.0,10.0,1,1125,1,1125,0,0,123,20,0.0,24.16
3760040,4,41.94224000000001,-87.65137,2,1.0,145.0,0.0,0.0,0.0,1,1124,2,1124,29,361,144,14,3.0,4.95
3761023,2,41.83514,-87.64774,4,1.0,95.0,0.0,20.0,15.0,2,1125,2,1125,22,82,41,33,0.0,75.48
3783099,1,41.97312,-87.65236999999998,2,1.0,70.0,300.0,65.0,15.0,30,1125,30,1125,0,285,18,2,4.0,6.87
3783533,1,41.89806,-87.7034,6,1.0,90.0,200.0,50.0,15.0,1,180,1,180,0,91,288,48,0.0,49.37
3797518,1,41.77189,-87.57458000000004,2,1.0,100.0,0.0,20.0,35.0,3,7,3,7,30,365,2,0,0.0,97.04
3798482,1,41.91999000000001,-87.69001999999998,2,1.0,50.0,0.0,20.0,0.0,2,6,3,6,0,0,170,11,2.0,7.07
3811926,3,41.78384000000001,-87.72759,2,1.0,34.0,0.0,8.0,0.0,1,1125,1,1125,30,357,410,58,1.0,15.08
3826514,2,41.91147,-87.66968,4,2.0,69.0,200.0,79.0,0.0,3,1124,3,1125,8,315,264,51,2.0,9.85
3828422,2,41.95037,-87.6457,1,1.0,68.0,0.0,30.0,0.0,1,1125,1,1125,0,108,37,8,2.0,10.07
3835961,1,42.0059,-87.68285999999998,1,1.0,55.0,100.0,30.0,10.0,3,7,3,7,28,113,2,2,0.0,78.17
3897045,5,41.894220000000004,-87.62595999999998,2,1.0,93.0,800.0,150.0,0.0,30,365,30,1125,30,291,25,6,6.0,5.29
3898355,11,41.855309999999996,-87.65411,5,1.0,69.0,0.0,19.0,19.0,1,365,1,365,29,175,394,73,1.0,20.02
3907071,5,41.7961,-87.5929,2,1.0,37.0,200.0,50.0,7.0,2,999,2,999,29,364,69,20,0.0,84.67
3912360,2,41.9915,-87.65704000000002,2,1.0,111.0,200.0,75.0,0.0,2,1125,2,1125,19,354,61,29,3.0,4.27
3924599,6,41.81874000000001,-87.61439,1,1.0,115.0,500.0,80.0,0.0,2,26,2,26,30,365,6,2,2.0,7.67
3932775,1,41.97355,-87.66141999999998,2,1.0,80.0,0.0,0.0,0.0,2,1125,2,1125,0,0,25,0,4.0,3.31
3940061,1,41.883070000000004,-87.63396999999998,3,1.0,155.0,0.0,55.0,0.0,45,90,45,1125,30,108,15,1,17.0,0.69
3944822,1,41.91088,-87.67704,2,1.0,86.0,250.0,40.0,0.0,2,30,2,1125,30,323,321,47,3.0,1.71
3946324,3,41.94148,-87.79432,2,1.0,85.0,0.0,60.0,15.0,2,180,2,1125,30,270,22,4,0.0,72.39
3953322,3,41.913909999999994,-87.65063,6,2.5,90.0,500.0,109.0,25.0,4,1124,4,1125,25,336,147,20,3.0,4.95
3953841,2,42.0061,-87.66298,2,1.0,80.0,0.0,35.0,0.0,2,1125,2,1125,29,364,39,14,2.0,7.9
3953880,2,42.00493,-87.66471,2,1.0,80.0,0.0,35.0,25.0,3,1125,3,1125,22,357,27,11,2.0,6.94
3962072,1,41.88371,-87.68629,8,1.0,120.0,550.0,160.0,20.0,3,1125,3,1125,12,132,66,7,2.0,13.81
3970529,1,41.9197,-87.67985999999998,4,1.0,150.0,200.0,50.0,35.0,4,29,4,29,29,89,109,10,1.0,13.49
3979385,1,41.95717,-87.64828,4,1.0,125.0,0.0,45.0,50.0,2,1125,2,1125,30,320,222,32,2.0,11.14
3979425,1,41.901270000000004,-87.69165,4,2.5,200.0,0.0,15.0,0.0,3,1125,3,1125,0,0,3,0,0.0,92.76
3983057,5,41.7961,-87.5929,2,1.0,40.0,200.0,50.0,10.0,2,999,2,999,29,354,51,11,0.0,84.67
3984079,5,41.7961,-87.5929,10,1.0,150.0,1000.0,150.0,10.0,2,1125,2,1125,28,253,11,1,0.0,84.67
3984383,3,41.7898,-87.58961,2,1.5,94.0,0.0,15.0,20.0,1,7,1,7,0,0,47,1,0.0,94.56
4011519,5,41.7961,-87.5929,1,1.0,30.0,100.0,50.0,0.0,2,1125,2,1125,22,350,43,10,0.0,84.67
4032955,1,41.91842000000001,-87.67367,2,1.0,500.0,0.0,20.0,0.0,1,2,1,2,28,363,1,0,1.0,15.09
4051574,2,41.93869,-87.64426,2,1.0,125.0,0.0,0.0,0.0,1,1125,1,1125,0,0,21,0,4.0,10.44
4051584,2,41.94061,-87.64544000000002,4,2.0,125.0,500.0,0.0,0.0,3,1125,3,1125,0,0,32,2,4.0,8.48
4075630,3,41.904270000000004,-87.66726,5,1.0,125.0,250.0,75.0,15.0,30,1125,30,1125,18,319,306,40,3.0,1.16
4083903,1,41.80404,-87.60922,4,1.0,95.0,0.0,0.0,0.0,1,1125,2,1125,22,82,3,3,3.0,11.4
4092283,7,41.91752,-87.6358,8,2.0,174.0,0.0,55.0,15.0,1,1000,4,1125,22,210,426,57,1.0,12.83
4096995,4,41.96278,-87.67339,3,1.0,50.0,0.0,30.0,10.0,1,90,3,90,30,365,16,2,3.0,3.9
4097267,4,41.96682,-87.67786,4,1.0,100.0,0.0,25.0,10.0,3,30,4,30,30,365,7,0,3.0,1.82
4105283,1,41.99673,-87.6626,2,1.0,38.0,0.0,0.0,6.0,2,120,2,120,30,128,202,13,3.0,6.97
4150121,1,41.949659999999994,-87.64745,2,1.0,86.0,100.0,95.0,0.0,1,1125,1,1125,30,316,341,40,2.0,8.46
4156913,1,41.96705,-87.65772,2,1.0,73.0,200.0,35.0,25.0,1,1125,1,1125,29,357,72,27,3.0,3.09
4157196,2,41.97783,-87.80185999999998,9,1.0,169.0,0.0,65.0,15.0,2,29,2,1125,24,84,69,27,1.0,11.7
4173269,3,41.919940000000004,-87.64386999999998,2,1.0,125.0,300.0,50.0,0.0,2,1125,3,1125,8,76,281,55,2.0,11.93
4178970,3,41.93473,-87.65801,4,1.0,200.0,500.0,75.0,50.0,2,35,2,35,29,89,49,5,3.0,6.9
4183886,1,41.89581,-87.61683000000002,8,2.0,344.0,500.0,80.0,35.0,3,31,3,1125,27,253,128,14,2.0,12.7
4214683,1,41.95037,-87.71123,2,1.0,37.0,0.0,18.0,10.0,2,90,3,90,3,153,84,18,1.0,12.83
4225006,1,41.959559999999996,-87.68316999999998,3,1.0,130.0,0.0,50.0,20.0,2,8,2,8,30,356,76,5,5.0,10.57
4243309,2,41.94278,-87.64898000000002,2,1.0,69.0,0.0,10.0,10.0,1,1125,1,1125,29,350,262,94,3.0,7.9
4243905,1,41.927209999999995,-87.69733000000002,4,2.0,275.0,250.0,125.0,0.0,2,1125,2,1125,0,275,32,11,2.0,8.19
4257285,2,41.99638,-87.66284,1,1.0,60.0,250.0,0.0,0.0,2,1125,2,1125,30,350,56,9,3.0,6.95
4263439,1,41.905159999999995,-87.6291,2,1.0,109.0,300.0,60.0,0.0,1,32,1,1125,28,245,126,23,3.0,3.9
4264117,1,41.96739,-87.68366999999998,2,1.0,60.0,0.0,0.0,10.0,1,1125,1,1125,0,173,19,4,4.0,5.89
4267901,0,41.89066,-87.63554,2,1.0,135.0,0.0,0.0,0.0,1,1125,1,1125,0,0,176,0,10.0,4.18
4278432,1,41.96841,-87.6851,5,1.0,150.0,300.0,50.0,25.0,3,30,3,30,0,326,78,8,4.0,6.53
4278818,6,41.81954,-87.61594000000002,1,1.0,115.0,500.0,80.0,45.0,2,15,2,15,30,365,11,1,2.0,7.16
4288256,2,41.94245,-87.73234000000002,2,1.0,60.0,500.0,25.0,20.0,1,1125,1,1125,30,38,317,26,0.0,19.33
4301222,1,41.91486,-87.68576999999998,12,2.5,199.0,500.0,150.0,30.0,3,365,3,365,30,170,11,2,3.0,3.4
4302460,1,41.9197,-87.70636,5,1.0,90.0,0.0,0.0,25.0,1,1125,1,1125,0,0,18,0,1.0,11.62
4335812,6,41.81933,-87.61495,1,1.5,115.0,500.0,125.0,125.0,2,1125,2,1125,30,365,11,4,2.0,7.94
4359719,1,41.99574000000001,-87.76231999999996,2,1.0,40.0,0.0,80.0,0.0,1,1125,1,1125,17,228,40,17,0.0,85.11
4365466,16,42.016529999999996,-87.68788,2,2.0,17.0,100.0,12.0,10.0,1,1125,1,1125,21,171,95,6,0.0,25.86
4370895,1,41.90672,-87.62905,7,1.0,175.0,0.0,100.0,19.0,2,30,2,30,30,348,88,12,2.0,6.23
4394093,1,41.95581,-87.66922,2,1.0,75.0,0.0,30.0,0.0,3,1125,3,1125,28,246,30,12,4.0,8.57
4394224,2,41.849109999999996,-87.67924000000002,2,1.0,50.0,0.0,0.0,0.0,25,180,25,180,0,80,9,1,3.0,9.87
4395112,2,41.93853,-87.65562,10,2.0,149.0,0.0,195.0,50.0,2,1125,2,1125,30,171,123,37,5.0,4.25
4417718,2,41.96063,-87.70653,1,1.0,50.0,700.0,0.0,0.0,30,1125,30,1125,23,258,13,0,4.0,10.13
4457161,1,41.95945,-87.67749,6,1.0,239.0,0.0,105.0,50.0,2,1125,2,1125,28,206,53,1,4.0,5.13
4503103,0,41.85525,-87.63507,5,1.5,110.0,200.0,40.0,20.0,1,1125,1,1125,30,90,67,1,2.0,7.19
4503332,0,41.85586,-87.63569,6,2.0,125.0,200.0,35.0,20.0,1,1125,1,1125,24,81,86,19,2.0,9.61
4567558,1,41.95378,-87.73876,3,1.0,45.0,0.0,25.0,25.0,1,1125,1,1125,22,357,116,28,2.0,9.15
4592031,1,41.96654,-87.65701999999996,4,2.5,70.0,0.0,20.0,25.0,1,28,1,28,29,138,72,24,3.0,4.28
4598631,5,41.91215,-87.66830999999998,8,2.0,118.0,250.0,95.0,20.0,2,30,2,1125,4,315,227,43,2.0,12.34
4605354,3,41.93504,-87.65187,4,1.0,175.0,500.0,25.0,25.0,2,1125,2,1125,0,0,7,0,4.0,4.2
4616669,1,41.908879999999996,-87.64126999999998,4,1.0,120.0,200.0,80.0,0.0,2,1125,2,1125,0,0,78,26,3.0,4.36
4631385,6,42.01117,-87.66466,5,1.0,115.0,0.0,40.0,25.0,2,1125,2,1125,30,180,66,8,3.0,5.04
4631540,6,41.9426,-87.79946,2,1.0,40.0,0.0,25.0,0.0,2,1125,2,1125,29,179,36,16,0.0,76.64
4632510,1,41.90383,-87.69455,4,1.0,99.0,150.0,60.0,25.0,7,1125,7,1125,28,81,149,20,0.0,76.87
4644849,2,41.95773,-87.64759000000002,4,1.0,250.0,0.0,75.0,25.0,2,1125,2,1125,29,252,45,4,2.0,12.5
4667333,2,41.92118,-87.68678,2,1.0,75.0,0.0,15.0,0.0,1,1125,1,1125,29,89,169,34,2.0,9.58
4668682,7,41.91755,-87.63592,15,4.0,743.0,1000.0,125.0,15.0,1,1124,5,1125,24,313,111,20,1.0,12.74
4698247,1,41.93262,-87.71007,2,1.0,90.0,0.0,40.0,35.0,2,1125,2,1125,23,79,177,45,2.0,4.64
4708477,1,41.94017,-87.66986999999996,3,1.5,200.0,0.0,40.0,0.0,2,21,2,21,0,0,19,1,3.0,6.56
4720091,1,41.93425,-87.65016,2,1.0,159.0,250.0,30.0,15.0,1,30,2,30,29,359,41,2,3.0,4.76
4730797,4,41.92192,-87.7002,3,1.0,50.0,0.0,25.0,40.0,2,1125,2,1125,0,322,59,12,2.0,3.75
4731523,4,41.9212,-87.69993000000002,3,1.0,50.0,0.0,25.0,40.0,2,1125,2,1125,30,331,47,15,2.0,3.91
4736295,1,41.91735,-87.67712,3,1.0,99.0,0.0,40.0,0.0,1,1100,60,1100,0,211,50,4,2.0,11.85
4777997,1,41.72077,-87.57856,6,1.0,150.0,0.0,50.0,50.0,3,30,3,30,0,21,40,0,0.0,53.5
4785815,1,41.942,-87.64778000000004,3,1.0,110.0,0.0,40.0,25.0,3,1124,3,1124,0,129,65,11,3.0,7.85
4793938,12,41.971059999999994,-87.66776999999998,6,2.0,199.0,250.0,0.0,0.0,2,1125,2,1125,27,358,54,6,5.0,11.99
4803582,1,41.907379999999996,-87.67713,2,1.0,125.0,0.0,65.0,0.0,2,1125,2,1125,30,365,86,17,3.0,3.6
4840199,12,41.97095,-87.66798,7,2.0,499.0,250.0,0.0,0.0,2,900,2,900,28,363,22,5,5.0,12.12
4840753,12,41.971059999999994,-87.66776999999998,2,1.0,159.0,250.0,0.0,0.0,3,1125,3,1125,29,180,27,0,5.0,11.99
4852830,2,41.912209999999995,-87.64956,2,1.0,105.0,0.0,0.0,0.0,2,1125,2,1125,28,310,251,29,3.0,2.17
4862952,1,41.992670000000004,-87.6619,6,1.5,320.0,400.0,100.0,40.0,1,1125,1,1125,28,363,25,0,4.0,3.91
