id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm
37258833,41.93058,-87.65142,14,2.0,450.0,1,1125,0,31,31
37258884,41.97443,-87.6619,4,1.0,118.0,1,3,0,6,6
37260522,41.81599,-87.61176,2,1.0,50.0,1,30,22,32,32
37272774,41.88347,-87.6506,2,1.0,133.0,30,1125,0,0,0
37280927,41.87449,-87.62925,4,1.5,650.0,2,1125,0,0,0
37281104,41.99167,-87.69918,4,1.0,90.0,2,1125,29,1,1
37281105,41.74716,-87.65898,3,1.5,150.0,5,5,30,1,1
37283529,41.84249000000001,-87.63891,2,1.0,56.0,31,370,30,1,1
37283545,41.84435,-87.64024,6,2.0,86.0,31,370,30,2,2
37286019,41.90883,-87.66471,4,1.0,200.0,1,180,28,29,29
37286928,41.88431,-87.6437,2,1.0,225.0,2,30,0,0,0
37287534,41.86874,-87.63076,10,3.5,299.0,1,1125,26,26,26
37287784,41.87025,-87.63089000000002,8,3.0,249.0,1,1125,30,33,33
37288022,41.86926,-87.63088,6,2.0,249.0,1,1125,22,21,21
37288096,41.86904000000001,-87.63024,6,2.0,249.0,1,1125,30,14,14
37288175,41.86887,-87.63081,6,2.0,249.0,1,1125,26,13,13
37288233,41.86915,-87.63231,8,2.5,249.0,1,1125,26,14,14
37293171,41.85309,-87.67593000000002,2,1.0,85.0,3,140,29,5,5
37300218,41.88885,-87.63096999999998,2,1.0,80.0,1,1125,30,55,55
37308383,41.94361,-87.64116,2,1.0,125.0,1,1125,26,26,26
37310743,41.87149,-87.62472,2,1.0,142.0,30,1125,0,0,0
37313756,41.90737,-87.66232,2,1.0,70.0,1,1125,0,20,20
37325105,41.87088,-87.62555,4,1.0,114.0,4,1125,30,4,4
37325185,41.9376,-87.64336999999998,2,1.0,86.0,2,60,29,2,2
37325536,41.87094,-87.62574000000002,4,1.0,116.0,4,1125,23,23,23
37327751,41.9509,-87.68098,2,1.0,100.0,14,1125,23,2,2
37333669,42.01763,-87.67353,2,1.0,45.0,1,30,29,21,21
37334586,41.95602,-87.70052,6,2.0,299.0,7,1125,21,12,12
37338259,41.74635,-87.6014,6,1.0,69.0,1,1125,9,12,12
37342851,41.88297,-87.6426,4,1.0,400.0,2,1125,30,1,1
37345612,41.87149,-87.62472,4,2.0,172.0,30,1125,22,0,0
37354679,41.88557,-87.63474000000002,2,1.0,72.0,30,1125,30,0,0
37355231,41.90238,-87.6799,4,1.0,48.0,3,1125,19,8,8
37357658,41.87117,-87.62386,6,2.0,131.0,4,1125,30,1,1
37359814,41.92089,-87.70466,2,1.0,40.0,1,14,22,14,14
37364231,41.8836,-87.63537,6,2.0,210.0,32,1125,30,2,2
37365067,41.9704,-87.71879,2,1.0,30.0,1,62,0,30,30
37365455,41.89236,-87.66957,4,1.0,130.0,14,1125,0,1,1
37370450,41.81907,-87.62065,8,2.0,99.0,2,1125,24,4,4
37371164,41.81832,-87.61771,7,2.0,399.0,2,1125,30,0,0
37371325,41.83245,-87.62147,14,4.5,300.0,3,1125,8,19,19
37371845,41.94184,-87.70209,4,1.0,43.0,90,90,0,0,0
37380402,42.01905,-87.66476999999998,5,2.5,50.0,45,360,29,1,1
37387716,41.93806,-87.75215,8,2.0,150.0,1,1125,5,32,32
37395284,41.87217,-87.62536,6,2.0,131.0,4,1125,30,5,5
37396151,41.87091,-87.6251,2,1.0,97.0,4,1125,11,11,11
37397842,41.96627,-87.68555,2,1.0,55.0,3,25,28,43,43
37402756,41.8628,-87.62394,4,2.0,200.0,2,1125,30,14,14
37404805,41.97497,-87.77616,2,1.0,35.0,1,25,0,16,16
37417133,42.01676,-87.66539,4,1.0,79.0,4,1125,0,11,11
37418391,41.88703,-87.76608,4,3.0,99.0,2,1125,30,0,0
37424652,41.91607,-87.65162,6,2.0,250.0,3,60,29,0,0
37425008,41.8451,-87.62487,6,2.0,82.0,1,365,0,32,32
37426153,41.86137,-87.64879,2,1.0,160.0,3,1125,29,0,0
37428424,41.79423,-87.59109000000002,2,1.0,80.0,1,1125,0,6,6
37428768,41.87167,-87.62671,2,1.0,100.0,2,1125,29,8,8
37430166,41.9508,-87.6695,5,1.0,122.0,1,1125,27,9,9
37433770,42.01759000000001,-87.68034,2,1.0,42.0,1,1125,22,20,20
37444272,41.95344,-87.65289,3,1.0,95.0,1,7,16,29,29
37445793,41.90689,-87.62556,3,1.0,200.0,5,30,0,0,0
37454066,41.84287,-87.64055,2,1.0,58.0,31,370,30,0,0
37454958,41.84477,-87.64012,4,1.0,79.0,31,370,29,3,3
37455441,41.8557,-87.65339,4,2.0,400.0,2,7,30,0,0
37457529,41.83934,-87.65657,2,2.0,14.0,32,1125,30,1,1
37458664,41.98828,-87.71659,16,3.5,199.0,2,28,26,17,17
37462957,41.76243,-87.68984,6,1.0,102.0,2,1125,0,3,3
37475339,41.92086,-87.64361,2,1.0,144.0,2,1125,30,7,7
37475866,41.87149,-87.62472,2,1.0,133.0,30,1125,7,0,0
37480287,41.89002,-87.62906,2,1.5,90.0,1,1125,30,13,13
37487838,41.85367,-87.67233,4,1.0,75.0,2,1125,0,21,21
37488086,41.89708,-87.65729,6,2.0,199.0,1,1125,30,12,12
37490294,41.81797,-87.60736999999996,2,1.5,55.0,2,15,2,1,1
37500542,41.85656,-87.62523,2,1.0,95.0,1,60,30,0,0
37501823,41.94845,-87.70517,6,1.0,107.0,3,1125,0,20,20
37502066,41.85481,-87.67631999999998,2,1.0,43.0,6,62,0,6,6
37503122,41.8704,-87.62527,4,1.0,147.0,4,1125,26,80,80
37517927,41.98378,-87.6602,2,1.0,99.0,1,1125,22,0,0
37521255,42.01092,-87.66349,6,2.0,199.0,1,31,20,16,16
37521390,41.99451,-87.65783,2,1.0,29.0,10,1125,22,5,5
37524366,41.81991,-87.60424,6,1.5,110.0,2,31,1,11,11
37526169,41.95927,-87.64729,2,1.0,64.0,2,1125,30,14,14
37528325,41.87202,-87.62495,6,2.0,179.0,4,1125,9,17,17
37530126,41.81601,-87.60781,1,1.5,45.0,2,15,2,3,3
37530463,41.81607,-87.60802,2,1.5,50.0,2,15,2,2,2
37530549,41.90271,-87.62829,2,1.0,110.0,1,1125,0,0,0
37534874,41.91111,-87.70676999999998,1,1.0,50.0,1,1125,0,13,13
37535986,41.95794,-87.64859,4,1.0,99.0,1,1125,0,8,8
37539011,41.87243,-87.62435,2,1.0,97.0,4,1125,30,6,6
37540495,41.87227,-87.62411999999998,4,1.0,107.0,4,1125,28,72,72
37549748,41.92419,-87.69861,4,1.0,136.0,1,1125,30,16,16
37551145,41.84242,-87.64005999999998,6,2.0,120.0,20,390,0,1,1
37551383,41.84254,-87.63829,2,1.0,55.0,31,370,0,0,0
37556658,41.91877,-87.65006,4,1.0,250.0,2,1125,0,2,2
37558808,41.84407,-87.63897,2,1.0,60.0,31,370,29,1,1
37563749,41.83652,-87.64551,4,1.0,96.0,3,22,28,20,20
37566107,42.00031,-87.66226999999998,7,1.0,175.0,2,1125,0,15,15
37568619,41.86949,-87.66344000000002,6,1.0,131.0,1,120,0,19,19
37570453,41.76096,-87.56403,2,2.5,45.0,30,180,30,1,1
37570594,41.77829000000001,-87.68101,2,1.5,45.0,1,32,0,2,2
37571365,41.76654,-87.56875,2,2.5,25.0,30,180,28,3,3
37571608,41.75891,-87.56486,2,2.5,35.0,30,180,24,0,0
37587469,42.00695,-87.68346,1,1.0,65.0,21,120,27,0,0
37589737,41.96314,-87.66671,2,1.0,99.0,1,14,0,8,8
37591064,41.9153,-87.63676,4,2.5,175.0,2,30,30,2,2
37596406,41.9406,-87.65583000000002,6,1.0,26.0,1,1125,23,44,44
37596429,41.77095,-87.67385999999998,3,1.5,55.0,1,35,28,2,2
37596891,42.01642,-87.68387,5,1.0,150.0,2,1125,0,0,0
37598637,41.95481,-87.65016,2,1.0,50.0,1,5,21,42,42
37602232,41.87357,-87.68651,6,2.0,55.0,4,1125,0,28,28
37618731,41.97897,-87.65332,2,1.0,125.0,1,1125,0,1,1
37618851,42.00261,-87.66856,2,1.0,36.0,2,90,0,10,10
37623038,41.95308,-87.64878,7,2.0,120.0,1,365,30,23,23
37628621,41.87187,-87.62434,2,1.0,107.0,4,1125,30,3,3
37630814,41.83874,-87.65259,6,1.0,60.0,1,1125,30,22,22
37631137,41.90233,-87.67918,4,1.0,120.0,12,84,30,4,4
37636485,41.872,-87.62353,4,1.0,130.0,4,1125,30,30,30
37638427,41.89001,-87.63294,4,1.0,155.0,32,1125,30,0,0
37638808,41.89504,-87.62954,2,1.0,80.0,21,1125,22,2,2
37650696,41.8694,-87.62649,4,1.0,198.0,2,1125,29,2,2
37650807,41.85503,-87.68473,7,2.0,105.0,2,1125,0,2,2
37653224,41.92999,-87.71074,5,2.0,129.0,1,1125,20,46,46
37656159,41.92046,-87.68819,3,1.0,10.0,4,1125,0,1,1
37682233,41.84322,-87.63896,4,1.0,73.0,31,425,30,3,3
37683739,41.81879,-87.60261,8,2.0,179.0,2,1125,29,8,8
37687842,41.87707,-87.62682,4,1.0,150.0,1,1125,7,22,22
37691534,41.93972,-87.70439,5,1.0,105.0,1,30,27,19,19
37691770,42.00451,-87.67851,1,1.0,65.0,1,1125,0,1,1
37691831,41.90134000000001,-87.69351,4,1.0,120.0,2,365,0,1,1
37700592,41.88557,-87.63474000000002,2,1.0,77.0,30,1125,30,0,0
37705237,41.97654,-87.83983,2,1.0,40.0,100,100,0,6,6
37707161,41.93928,-87.71698,6,2.5,150.0,2,1125,0,1,1
37708329,41.85645,-87.72067,4,1.0,76.0,1,120,0,24,24
37710531,41.93898,-87.65632,5,1.0,250.0,2,1125,30,9,9
37711430,41.89095,-87.68466,8,1.0,200.0,2,60,30,24,24
37711825,41.93375,-87.70354,6,2.0,325.0,2,1125,30,0,0
37714696,41.79897,-87.59241,2,1.0,110.0,2,21,0,18,18
37715112,41.84896,-87.68126,6,1.0,103.0,1,180,12,16,16
37715174,41.96625,-87.67333,6,1.5,88.0,4,1125,22,25,25
37718351,41.98514,-87.65720999999998,5,1.0,99.0,1,90,30,0,0
37720129,41.88644,-87.62084,4,1.0,155.0,28,1125,30,0,0
37720869,41.85516,-87.62365,10,2.0,217.0,1,367,4,23,23
37747926,41.89933,-87.61875,2,1.0,106.0,2,20,29,0,0
37748170,41.94762,-87.67041,5,1.0,148.0,1,30,0,44,44
37748482,41.92048,-87.65276999999998,10,1.0,200.0,2,60,28,4,4
37751102,41.90953,-87.68343,2,1.0,90.0,2,1125,30,4,4
37751583,42.01005,-87.66327,2,1.0,49.0,5,366,0,7,7
37751892,41.94673,-87.74555,2,1.0,92.0,2,1125,30,17,17
37752023,41.95385,-87.71836,6,1.0,74.0,5,1125,0,4,4
37752107,42.00889,-87.66418,2,1.0,50.0,7,366,22,2,2
37754323,41.87074000000001,-87.63189,6,1.5,149.0,2,28,30,19,19
37756774,41.92959000000001,-87.70392,6,1.0,250.0,2,120,0,9,9
37768843,41.90688,-87.63515,2,1.0,103.0,1,1125,27,36,36
37774148,41.9646,-87.68669,5,1.0,129.0,2,1125,0,11,11
37774710,41.89138,-87.61729,2,1.0,107.0,60,1125,30,0,0
37779498,41.95742,-87.65016,2,1.0,25.0,2,7,0,10,10
37782577,41.87477,-87.65671999999998,1,1.0,65.0,2,60,27,0,0
37784682,41.9707,-87.69713,2,1.0,60.0,2,1125,23,4,4
37796304,41.86953,-87.6317,8,2.0,149.0,2,28,24,25,25
37797473,41.98611,-87.69062,5,1.0,200.0,1,7,0,3,3
37803007,41.89564,-87.63273000000002,4,1.0,400.0,30,1125,30,0,0
37804193,42.01717,-87.67418,6,1.5,299.0,2,90,29,7,7
37810794,41.94106,-87.65358,12,2.0,191.0,21,1125,0,24,24
37811297,41.89333,-87.63684,4,1.0,79.0,70,1125,22,0,0
37811662,41.94057,-87.65369,14,3.0,170.0,2,1125,7,30,30
37813951,41.80114,-87.67336,4,1.0,100.0,2,1125,30,2,2
37814719,41.78534000000001,-87.61258000000002,2,1.0,48.0,2,28,0,1,1
37833328,41.88664,-87.61861,4,1.0,152.0,32,1125,30,1,1
37835716,41.95644,-87.65165999999998,3,1.0,50.0,1,3,27,54,54
37839944,41.76239,-87.62864,4,1.0,75.0,2,28,26,13,13
37853442,41.99149,-87.67832,12,3.0,289.0,2,1125,28,19,19
37863484,41.90151,-87.67056,6,2.5,349.0,5,1125,29,1,1
37877555,41.94608,-87.68306,4,1.0,111.0,1,1125,0,2,2
37883631,41.90593,-87.69261,2,1.0,85.0,1,10,21,38,38
37883966,41.93792,-87.67782,2,2.0,89.0,1,30,24,41,41
37885270,41.90431,-87.63134000000002,3,1.0,112.0,1,1125,30,40,40
37887848,41.8033,-87.60633,2,1.0,90.0,1,90,30,6,6
37895616,41.87149,-87.62472,2,1.0,133.0,30,1125,4,0,0
37900368,41.85568,-87.71614,6,3.0,250.0,3,1125,29,2,2
37900798,41.90889,-87.62743,2,1.0,107.0,6,31,22,0,0
37901119,41.76753,-87.63834,2,1.0,60.0,1,1125,30,3,3
37902291,41.91376,-87.6338,2,1.0,130.0,30,1125,0,0,0
37905311,41.93127,-87.64874,5,1.0,200.0,1,1125,0,3,3
37911189,41.77803,-87.59192,8,2.0,94.0,2,365,5,6,6
37912562,41.69593,-87.66521999999998,2,1.5,40.0,1,33,30,1,1
37923664,41.91376,-87.6338,2,1.0,110.0,30,1125,21,1,1
37926593,41.92421,-87.63703000000002,2,1.0,132.0,30,1125,0,0,0
37931095,41.88347,-87.6506,2,1.0,150.0,30,1125,0,0,0
37933073,41.89451,-87.64121999999998,2,1.0,133.0,30,1125,22,0,0
37936352,41.96708,-87.7455,2,1.0,150.0,2,2,29,0,0
37941355,41.85932,-87.64106,2,1.0,10.0,1,1125,30,16,16
37941974,41.82742,-87.6693,8,2.0,174.0,2,1125,30,9,9
37942661,41.95979000000001,-87.679,8,1.0,77.0,4,1125,28,16,16
37945202,41.85737,-87.65805,4,2.0,150.0,1,1125,0,3,3
37949860,41.96554,-87.66606999999998,4,1.0,39.0,1,365,0,29,29
37955193,41.90519000000001,-87.66353000000002,12,1.0,401.0,1,1125,30,13,13
37959999,41.91072,-87.70918,6,1.0,85.0,1,1125,30,18,18
37964804,41.881,-87.67952,7,2.0,400.0,2,1125,0,0,0
37965013,41.90618,-87.69128,8,1.0,86.0,1,30,6,37,37
37967120,41.93861,-87.65207,6,1.0,80.0,3,30,21,17,17
37972132,41.8398,-87.63104,3,1.0,35.0,7,7,25,27,27
37973827,41.83696,-87.65113000000002,2,1.5,50.0,1,90,5,9,9
37974900,41.84025,-87.63313000000002,2,1.0,35.0,7,7,30,17,17
37975073,41.84048,-87.63269,2,1.0,35.0,7,7,26,31,31
37977237,41.96587,-87.66744,2,1.0,39.0,1,365,0,24,24
37983885,41.87976,-87.62663,2,1.0,77.0,30,1125,30,0,0
37986613,41.89678,-87.63171,2,1.0,93.0,30,1125,30,0,0
37986800,41.91248,-87.67342,2,1.0,70.0,1,7,30,1,1
37989627,41.79707,-87.60323000000002,4,1.0,155.0,3,1125,0,0,0
37993238,41.87574,-87.62975,4,1.0,110.0,2,1125,0,2,2
37994646,41.91252,-87.69232,1,1.0,32.0,31,1125,30,0,0
37995534,41.89519,-87.70652,5,1.0,72.0,1,1125,0,3,3
38001154,41.75042,-87.6134,2,1.0,61.0,7,1125,30,4,4
38017199,41.85668,-87.62229,2,1.0,65.0,3,100,27,21,21
38021812,41.76428,-87.59331,4,1.0,50.0,4,90,29,11,11
38022363,41.85657,-87.65956,2,1.0,80.0,1,1125,28,29,29
38023244,41.88175,-87.66861,10,2.0,205.0,1,1125,30,28,28
38029850,41.79579,-87.66141,1,1.0,25.0,1,1125,0,7,7
38035670,41.82057,-87.60306,8,2.0,250.0,1,1,0,0,0
38039863,41.92826,-87.71468,5,1.0,100.0,1,1125,23,20,20
38043416,41.85503,-87.66563000000002,2,1.0,50.0,1,35,0,33,33
38044470,41.92907,-87.70368,5,1.0,88.0,2,11,30,20,20
38045144,41.79281,-87.63315,4,1.0,125.0,1,1125,30,0,0
38047046,41.8811,-87.67751,2,1.0,45.0,3,1125,5,13,13
38059849,41.85835,-87.66337,2,1.0,80.0,1,1125,30,6,6
38063784,41.89199,-87.65975,4,2.0,60.0,2,25,6,10,10
38064348,41.8958,-87.76926999999998,6,1.0,71.0,3,30,0,5,5
38066904,41.85374,-87.69625,4,1.0,68.0,2,1125,3,10,10
38070589,41.95284,-87.65685,2,1.0,76.0,2,1125,0,3,3
38071823,41.89316,-87.65816,8,2.0,199.0,15,15,7,1,1
38073617,41.97235,-87.70662,6,1.0,105.0,2,28,8,7,7
38074156,41.89175,-87.65812,2,2.0,39.0,2,25,30,26,26
38074362,41.89142,-87.65933000000004,2,2.0,39.0,2,50,28,15,15
38074411,41.89315,-87.6583,2,2.0,39.0,2,20,30,25,25
38074485,41.89329,-87.65975999999998,2,2.0,39.0,2,25,23,21,21
38074499,41.91882,-87.68141999999996,2,1.0,58.0,2,30,0,16,16
38075680,41.97433,-87.7804,2,1.0,63.0,1,1125,30,31,31
38078250,41.78708,-87.62125999999998,8,1.0,180.0,30,30,30,0,0
38082581,41.9662,-87.66778000000002,4,1.0,39.0,1,366,0,12,12
38083364,41.88605,-87.63364,2,1.0,132.0,30,1125,0,0,0
38087699,41.92769000000001,-87.71266999999996,6,1.0,119.0,2,1125,28,37,37
38087907,41.90889,-87.68538000000002,10,2.0,28.0,1,1125,19,23,23
38088158,41.91122,-87.6741,6,1.0,23.0,1,1125,22,39,39
38088375,41.92397,-87.6469,5,1.0,23.0,1,1125,15,40,40
38088637,41.92753,-87.66308000000002,6,1.0,24.0,1,1125,28,31,31
38090415,41.89824,-87.6206,2,1.0,117.0,31,1125,30,0,0
38094526,41.92898,-87.63928,2,2.0,108.0,90,91,23,0,0
38096673,41.89704,-87.65751999999998,4,1.0,125.0,3,1125,30,13,13
38097002,41.96306,-87.68283000000002,2,1.0,47.0,2,14,0,12,12
38098148,41.96545,-87.68878000000002,2,1.0,50.0,2,1125,29,16,16
38098740,41.89796,-87.65700000000002,5,2.0,200.0,2,1125,30,25,25
38099421,41.92016,-87.71469,4,1.0,103.0,1,1125,28,10,10
38100198,41.88255,-87.63462,6,2.0,199.0,20,1125,30,1,1
38100551,41.88204,-87.63368,6,2.0,125.0,30,1125,30,0,0
38101368,41.96708,-87.66749,2,1.0,43.0,1,366,25,17,17
38102525,41.96701,-87.66601,10,1.0,207.0,1,367,2,3,3
38103887,41.93873,-87.75671,2,1.0,55.0,2,120,8,0,0
38104970,41.85303,-87.66861999999998,5,2.0,125.0,1,1125,30,7,7
38108758,41.90677,-87.67344,8,1.0,150.0,1,1125,28,41,41
38120553,41.98255,-87.67187,4,1.0,175.0,2,1125,27,12,12
38121022,41.96574,-87.68765,4,1.0,100.0,3,1125,0,3,3
38123790,41.89171,-87.67097,3,1.0,75.0,1,1125,0,8,8
38127193,41.91935,-87.67841,8,2.0,250.0,2,1125,5,11,11
38130834,41.78686,-87.62257,1,1.0,120.0,1,1125,30,0,0
38131350,41.78691,-87.62221,1,1.0,80.0,1,1125,30,1,1
38132264,41.96752,-87.66734,4,1.0,44.0,1,369,1,18,18
38133731,41.78327,-87.60793000000002,2,1.0,30.0,32,1125,30,0,0
38134829,41.9484,-87.70611,8,1.0,75.0,1,28,27,12,12
38138059,41.96556,-87.66722,16,2.0,550.0,1,365,0,1,1
38152756,41.95668,-87.67267,2,1.0,55.0,1,1125,0,6,6
38154062,41.87895,-87.68391,4,1.0,107.0,1,1125,23,34,34
38157331,41.84238,-87.63835,4,1.0,82.0,31,370,16,3,3
38158030,41.96304,-87.73940999999998,2,1.0,75.0,1,1125,26,33,33
38158096,41.85351,-87.62244,4,1.0,129.0,2,1125,30,24,24
38159538,41.74962,-87.56978000000002,1,1.5,79.0,1,31,29,3,3
38160088,41.96392,-87.66358000000002,2,1.0,70.0,1,365,0,6,6
38160411,41.96805,-87.70229,4,1.0,125.0,1,1125,30,24,24
38161704,41.93762,-87.70865,2,1.0,70.0,1,1125,0,37,37
38162628,41.91006,-87.63889,16,3.5,232.0,1,180,22,26,26
38174946,42.00804,-87.69328,4,1.0,95.0,2,1125,0,7,7
38184505,41.89417,-87.67990999999998,8,2.0,150.0,1,1125,30,23,23
38186640,41.90787,-87.66823000000002,4,1.0,115.0,1,1125,22,8,8
38191613,41.88565,-87.76746,4,3.0,99.0,2,1125,29,0,0
38192212,41.91238,-87.68051,16,3.0,399.0,1,1125,27,17,17
38192546,41.92595,-87.6913,6,1.0,128.0,3,1125,0,7,7
38192861,41.89305,-87.68157,6,1.0,149.0,1,365,2,4,4
38200930,41.86563,-87.65558,6,2.0,125.0,2,90,27,13,13
38202671,41.89314,-87.68012,6,1.0,157.0,1,1125,0,4,4
38206444,41.92235,-87.6415,2,1.0,88.0,1,1125,2,17,17
38207510,41.98659,-87.71679,5,1.0,75.0,2,1125,0,20,20
38209026,41.90712,-87.69270999999998,11,1.5,150.0,2,28,29,7,7
38214666,41.92313,-87.70097,5,1.0,65.0,1,1125,30,14,14
38225706,42.01589,-87.68117,7,1.0,118.0,1,1125,30,12,12
38229747,41.89898,-87.69223000000002,4,1.0,88.0,2,1125,0,22,22
38231575,41.90348,-87.63348,3,1.0,111.0,1,30,3,22,22
38234508,41.99085,-87.65805999999998,2,1.0,75.0,1,7,0,1,1
38243506,41.81,-87.71118,10,1.0,120.0,2,1125,30,10,10
38244744,41.93914,-87.71079,1,1.0,99.0,1,1125,0,0,0
38258027,41.95771,-87.64888,5,1.0,270.0,2,1125,0,1,1
38267762,41.84542,-87.64735,2,1.0,49.0,1,1125,0,10,10
38278219,41.88347,-87.6506,4,2.0,205.0,30,1125,0,0,0
38281086,41.92421,-87.63703000000002,2,1.0,111.0,30,1125,0,2,2
38290778,41.79647,-87.62239,6,1.0,78.0,1,30,23,1,1
38292694,41.88232,-87.69022,7,2.0,166.0,60,1125,23,0,0
38297839,41.89029,-87.61925,3,1.0,175.0,3,1125,26,9,9
38297925,41.99151,-87.65686,2,1.5,125.0,1,7,0,0,0
38314895,41.90779000000001,-87.63364,4,1.0,137.0,1,300,0,13,13
38315882,41.90063,-87.67445,3,1.0,89.0,3,28,18,19,19
38317579,41.84484000000001,-87.64496,2,2.0,45.0,1,30,30,9,9
38317943,41.75494000000001,-87.58521999999998,2,1.0,25.0,2,1125,6,5,5
38319383,41.94723,-87.72223000000002,2,1.0,50.0,1,1125,0,36,36
38320672,41.99151,-87.65686,2,1.0,100.0,1,7,0,1,1
38321763,41.99151,-87.65686,4,1.0,250.0,1,7,0,0,0
38322368,41.99151,-87.65686,2,1.0,100.0,1,7,0,1,1
38324046,41.89214000000001,-87.67086,3,1.0,100.0,1,1125,0,0,0
38325456,41.92451,-87.70024000000002,4,1.0,150.0,3,14,30,2,2
38330529,41.94565,-87.65881999999998,4,2.0,220.0,2,1125,2,5,5
38332634,41.95716,-87.6548,8,2.0,200.0,2,14,19,10,10
38334331,42.01622,-87.67709,2,1.0,65.0,120,1125,0,0,0
38344620,41.81467,-87.60353,2,1.0,99.0,2,4,0,3,3
38346660,41.89502,-87.62791,2,1.0,163.0,30,1125,0,0,0
38346865,41.89502,-87.62791,2,1.0,137.0,30,1125,0,0,0
38347037,41.89502,-87.62791,2,1.0,171.0,30,1125,0,0,0
38353965,41.84414,-87.64495,2,2.0,45.0,1,30,30,6,6
38354668,41.84471,-87.64537,2,2.0,45.0,1,30,30,4,4
38354955,41.84399000000001,-87.64511999999998,2,2.0,45.0,1,30,30,3,3
38364005,41.77366,-87.69126999999996,2,1.0,42.0,3,1125,30,3,3
38375779,41.72502,-87.6473,2,1.0,50.0,3,1125,0,7,7
38376061,41.92865,-87.71706,8,3.5,350.0,2,7,13,0,0
38377878,41.88538,-87.62737,6,2.0,215.0,2,1125,20,15,15
38378615,41.97785,-87.6688,3,1.0,80.0,2,1125,29,1,1
38382318,41.89557,-87.6253,5,2.0,269.0,2,1125,0,30,30
38382793,41.91076,-87.68963000000002,8,2.0,121.0,2,1125,12,13,13
38386024,41.91633,-87.6785,2,1.0,60.0,1,180,6,3,3
38387744,42.01709,-87.66989000000002,3,1.0,35.0,4,1125,0,3,3
38389346,41.85809,-87.67075,6,2.0,162.0,2,31,18,12,12
38390143,41.94937,-87.65614000000002,10,1.0,233.0,2,31,30,13,13
38394654,41.76149,-87.60701,2,1.0,40.0,500,500,30,0,0
38403317,41.89814000000001,-87.66821,8,1.0,450.0,1,90,30,10,10
38405999,41.88505,-87.62701,6,2.0,215.0,2,1125,10,15,15
38406437,41.79564,-87.65973000000002,1,1.0,25.0,2,1125,29,5,5
38408171,41.87808,-87.63537,3,1.0,10.0,1,31,28,34,34
38412095,41.87916,-87.70581,4,1.0,158.0,1,14,0,5,5
38412769,41.80348,-87.60843,2,1.0,75.0,1,4,30,7,7
38412772,41.95772,-87.65692,2,1.0,71.0,1,3,0,1,1
38413932,41.95984,-87.67699,2,1.0,85.0,2,1125,6,15,15
38417164,41.90072,-87.6945,6,1.0,125.0,1,30,0,16,16
38426229,41.97927,-87.84474,2,1.0,81.0,1,7,0,13,13
38426699,42.02077,-87.66521,2,1.5,50.0,31,356,29,1,1
38427861,41.98711,-87.6569,7,2.0,150.0,2,1125,28,5,5
38429234,41.87781,-87.64061,3,1.0,10.0,1,31,30,53,53
38430181,41.87711,-87.63894,1,1.0,10.0,1,31,26,34,34
38430674,41.878,-87.63588,2,1.0,10.0,1,31,30,36,36
38431966,41.87324,-87.63181999999998,4,1.0,127.0,7,1125,20,2,2
38433515,41.87674000000001,-87.63671,1,1.0,10.0,1,31,25,36,36
38434554,41.83484,-87.65265,4,1.0,109.0,2,1125,15,17,17
38435712,41.95474,-87.75771999999998,3,1.0,100.0,2,1125,0,6,6
38439866,41.77314000000001,-87.69051999999998,2,1.0,42.0,3,1125,30,2,2
38449270,42.01886,-87.70368,2,1.0,100.0,1,7,29,0,0
38454303,41.9344,-87.6585,4,1.0,123.0,1,30,22,21,21
38454628,41.79936,-87.64834,16,1.0,65.0,3,500,22,6,6
38460696,41.83979,-87.65042,4,1.0,90.0,2,1125,0,11,11
38463592,41.94019,-87.68502,16,3.0,450.0,1,1125,29,24,24
38464885,41.87208,-87.6829,2,1.0,10.0,1,31,25,46,46
38465572,41.93799,-87.71758,2,1.5,75.0,1,1125,0,4,4
38465664,41.84558,-87.64523,2,1.0,51.0,1,1125,0,2,2
38465710,41.87292,-87.66447,3,1.0,10.0,1,31,26,40,40
38466069,41.87215,-87.68343,2,1.0,10.0,1,31,23,36,36
38466307,41.8727,-87.66404,2,1.0,10.0,1,31,12,55,55
38468765,41.94778,-87.72059,2,1.0,50.0,1,360,30,26,26
38474178,41.81309,-87.61219,3,1.0,100.0,1,14,0,0,0
38475454,41.90155,-87.62779,2,1.0,150.0,1,3,0,0,0
38477275,41.90867,-87.67319,6,1.0,139.0,1,1125,28,17,17
38479316,41.89778,-87.63916,13,2.5,399.0,2,1125,22,16,16
38479607,41.89782,-87.63828000000002,13,2.5,399.0,2,1125,22,26,26
38479618,41.89776,-87.63799,10,2.5,299.0,2,1125,21,23,23
38479634,41.89861,-87.63962,13,2.0,329.0,2,1125,27,40,40
38485286,41.92312,-87.69814000000002,4,1.0,110.0,7,1125,30,0,0
38485648,41.93573,-87.71418,4,1.0,70.0,2,7,0,5,5
38485738,41.79542,-87.6231,4,1.0,100.0,2,12,28,12,12
38486613,41.8972,-87.66833000000004,2,1.0,70.0,1,14,8,29,29
38487901,41.89832,-87.66875999999998,2,1.0,70.0,1,14,8,22,22
38488809,41.89902,-87.66802,2,1.0,70.0,1,14,8,32,32
38489852,41.89889,-87.6685,8,1.0,450.0,1,90,26,6,6
38490503,41.97039,-87.78825,1,1.5,50.0,1,1125,30,0,0
