id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm
20872794,41.91184000000001,-87.67661,3,1.0,75.0,1,1125,0,1,0
20877148,41.9278,-87.71718,2,1.0,42.0,1,365,30,29,22
20885281,41.86285,-87.62550999999998,5,2.0,300.0,2,1125,0,1,0
20900572,41.89487,-87.63253,4,2.0,139.0,30,1124,7,17,4
20901369,41.80154,-87.58932,3,1.0,153.0,2,30,30,50,34
20915137,41.77925,-87.73348,4,1.0,175.0,2,30,30,26,7
20916099,41.85948,-87.626,4,2.0,135.0,1,1125,0,71,21
20917235,41.91033,-87.63528000000002,8,3.5,380.0,4,1124,30,61,20
20918966,41.95793,-87.72306999999998,4,1.0,90.0,2,1125,0,0,0
20928198,41.91127,-87.63462,2,1.0,55.0,1,7,23,91,32
20928585,41.91732,-87.68725,2,1.0,95.0,4,1111,23,32,13
20932203,41.95519,-87.72681,2,1.0,48.0,1,10,7,79,18
20936110,41.86987,-87.68259,5,1.0,80.0,3,25,30,31,15
20941536,41.91729,-87.68606,4,2.0,122.0,4,1124,9,26,8
20947215,41.76477,-87.56709000000002,2,1.0,60.0,2,1125,30,8,5
20947233,41.92021,-87.68248,2,1.0,129.0,1,29,0,248,89
20947323,41.76549,-87.56836,3,1.0,89.0,2,1125,30,12,5
20951004,41.93995,-87.65965,2,1.0,75.0,2,1124,0,74,26
20955452,41.91711,-87.68638,4,2.0,154.0,4,1124,0,23,5
20967119,41.95614000000001,-87.6559,2,1.0,85.0,1,5,0,0,0
20968510,41.96787,-87.77146,2,1.0,68.0,2,1125,0,6,0
20979385,42.00629,-87.66826999999998,3,1.0,55.0,1,1125,22,17,10
20979854,42.00792,-87.68318000000002,2,1.0,65.0,2,7,29,18,6
20985600,41.91316,-87.71784,2,1.0,69.0,2,45,30,108,34
20991262,41.95083,-87.70795,6,1.0,179.0,2,29,0,131,51
20993848,41.74966,-87.54919,1,1.5,75.0,1,1125,29,0,0
20995084,41.89355,-87.66209,14,2.5,165.0,3,89,30,98,43
20997012,41.89692,-87.67123000000002,3,1.0,75.0,2,14,0,10,0
20997786,41.89633,-87.62815,1,1.0,50.0,1,1125,0,229,83
21009630,41.88336,-87.64497,2,1.0,159.0,1,1125,0,0,0
21013562,41.91165,-87.63493000000004,4,1.0,65.0,3,1124,0,141,46
21014390,41.87869,-87.64328,3,1.0,10.0,1,1125,0,168,35
21019964,41.88221,-87.74647,8,1.0,50.0,1,1125,28,185,52
21020129,41.95519,-87.72681,2,1.0,60.0,1,14,0,57,20
21028700,41.91524,-87.69923,4,1.0,85.0,1,30,0,59,28
21039504,41.83405,-87.65347,3,1.0,55.0,2,1125,16,93,46
21039622,41.92749,-87.65549,2,1.0,155.0,5,1125,21,19,9
21041179,41.84773,-87.64426,3,1.0,44.0,7,7,0,191,60
21043822,41.90986,-87.69579,5,1.0,65.0,3,14,7,114,37
21052998,41.93978,-87.6845,4,1.0,56.0,3,1124,7,105,38
21053371,41.92148,-87.68533000000002,11,4.0,500.0,3,14,0,5,1
21062555,41.93142,-87.66837,1,1.0,24.0,1,2,0,1,0
21064192,41.87026,-87.68285999999998,5,2.0,99.0,2,14,29,117,54
21075121,42.00087,-87.66751,2,1.0,50.0,7,1125,0,0,0
21078574,41.74607,-87.57066999999998,2,1.0,45.0,2,14,22,25,1
21090640,41.80904,-87.73974,4,1.0,200.0,10,1125,30,0,0
21095711,41.91554,-87.68661,4,2.0,121.0,4,1124,7,28,8
21096632,41.85932,-87.65475,2,1.0,110.0,1,13,0,20,2
21096983,41.95743,-87.64768000000002,3,1.0,85.0,2,1125,0,3,0
21108037,41.98684,-87.66483000000002,2,1.0,50.0,2,60,0,17,6
21108423,41.90339,-87.62925,3,1.0,135.0,5,1125,24,51,21
21111081,41.95179,-87.83525999999998,6,1.0,100.0,3,60,0,31,11
21127394,41.96223,-87.64992,5,1.0,120.0,1,150,0,90,32
21134146,41.94998,-87.66064,10,1.5,315.0,1,15,30,78,26
21136000,41.81475,-87.62193,2,1.0,75.0,1,1125,30,20,5
21149807,42.01116,-87.6628,2,2.5,60.0,1,32,0,90,26
21153383,41.96542,-87.71863,2,1.0,28.0,2,1125,0,36,12
21157736,41.8936,-87.66118,7,1.0,175.0,1,1125,30,119,34
21159610,41.91246,-87.6712,2,1.0,209.0,2,90,29,26,4
21161463,42.01154,-87.6626,12,2.5,449.0,2,14,13,29,9
21169118,41.92395,-87.71211,4,2.0,119.0,2,1125,27,155,71
21174388,41.79359,-87.70345,3,1.0,46.0,1,1125,30,146,56
21175666,41.80237,-87.60256,2,1.0,69.0,1,1125,30,70,28
21177789,41.80353,-87.60365,2,1.0,59.0,1,1125,30,127,58
21178038,41.80407,-87.60266,2,1.0,65.0,1,1125,30,73,28
21178458,41.78465,-87.59593000000002,2,1.0,39.0,1,1125,30,30,23
21180306,41.8857,-87.77462,2,2.5,38.0,1,25,30,40,9
21182082,41.83749,-87.64494,2,0.5,104.0,1,7,29,39,15
21189762,41.93411,-87.6696,4,1.0,120.0,2,1125,0,2,0
21201032,41.91125,-87.70153,2,2.0,125.0,1,1125,0,16,0
21203377,41.85151,-87.67729,2,1.0,65.0,1,1125,0,80,20
21204267,41.84461,-87.63654,8,1.5,143.0,2,28,14,161,47
21212082,41.89579000000001,-87.67312,4,1.0,55.0,1,90,26,85,37
21213570,41.94128,-87.64728000000002,2,1.0,300.0,2,5,30,9,5
21214671,41.91682,-87.68023000000002,6,1.0,179.0,2,180,27,26,16
21216556,41.96245,-87.65012,5,2.0,135.0,1,150,0,105,33
21216616,41.94051,-87.66558,8,2.5,130.0,4,1124,0,54,22
21218766,41.92363,-87.63755,2,1.0,78.0,10,1125,0,1,0
21219773,41.8865,-87.6438,2,1.0,195.0,2,5,0,1,0
21219973,41.81577,-87.62057,2,1.0,100.0,1,1125,30,10,4
21220279,41.81509000000001,-87.62184,2,1.0,35.0,2,1125,30,11,2
21225449,41.95828,-87.66552,2,1.0,65.0,1,1125,29,101,34
21230704,41.89202,-87.6615,10,4.0,243.0,4,1125,27,54,18
21231053,41.90416,-87.71018000000002,1,2.0,20.0,1,3,0,0,0
21239947,41.85305,-87.69476,2,1.0,60.0,1,4,0,0,0
21241033,41.89746,-87.68276999999998,1,1.0,41.0,2,50,30,6,0
21242786,41.7476,-87.54713000000002,1,1.0,70.0,2,1125,30,1,0
21245329,41.91253,-87.71611999999998,2,1.5,54.0,2,45,30,120,36
21250973,42.0113,-87.66265,1,2.5,49.0,1,13,23,121,47
21252535,42.01148,-87.66314,2,2.5,40.0,1,14,27,136,22
21254509,42.01004,-87.66287,1,2.5,50.0,1,2,0,23,0
21254658,42.0111,-87.66455,3,2.5,55.0,1,14,22,45,17
21255209,41.89765,-87.68115999999998,2,1.0,68.0,3,7,0,40,5
21260476,41.96839,-87.65299999999998,5,2.0,200.0,2,1125,7,26,15
21262506,41.86839000000001,-87.66071,6,2.0,98.0,14,1125,30,66,19
21263727,42.01,-87.66465,2,2.5,35.0,1,1125,28,90,17
21263821,42.01154,-87.66275,2,2.5,32.0,1,1125,30,133,48
21266339,41.92232,-87.68106999999998,2,1.0,50.0,1,1125,0,1,1
21272387,41.92796,-87.70536,2,1.0,110.0,2,14,27,68,63
21278246,41.88652,-87.63143000000002,4,1.0,100.0,31,1125,3,2,2
21278768,41.93415,-87.65583000000002,5,2.0,45.0,2,30,11,83,28
21281246,41.95439,-87.64921,1,1.0,80.0,1,4,0,0,0
21282070,41.94151,-87.73058,2,1.0,90.0,2,1124,0,271,107
21283014,41.9289,-87.72308000000002,4,1.0,100.0,1,1125,28,178,74
21289942,41.85564,-87.67578,4,1.0,52.0,31,92,15,5,1
21293450,41.92761,-87.71993,6,2.5,160.0,3,1125,26,170,56
21296488,41.91286,-87.69086,4,1.0,90.0,2,5,0,1,0
21297292,41.9424,-87.65159,1,1.0,95.0,1,2,0,1,0
21309064,41.8632,-87.62483,4,2.0,150.0,179,1125,30,5,0
21313708,41.80972,-87.69028,4,1.0,69.0,2,21,30,37,34
21340569,41.87314,-87.68833000000002,6,1.0,104.0,3,1125,28,47,19
21342873,41.92333,-87.67692,5,1.0,165.0,2,1125,29,70,32
21352802,41.8881,-87.61774,2,1.0,125.0,1,1125,0,4,0
21354866,41.92748,-87.69502,6,1.0,121.0,2,14,14,24,0
21356462,41.94163,-87.65966999999998,2,1.0,119.0,1,1124,2,97,38
21356640,41.90578,-87.62832,2,1.0,145.0,2,90,2,5,5
21358050,41.93912,-87.64820999999998,4,2.0,100.0,168,1125,0,1,0
21359071,41.90143,-87.62592,2,1.0,110.0,2,30,0,32,11
21366482,42.00587,-87.67008,2,1.0,40.0,1,1125,0,54,0
21368231,41.94708,-87.65046,2,1.0,75.0,1,7,0,141,55
21368570,41.94643,-87.66095,4,1.0,75.0,1,5,30,65,25
21369512,41.93339,-87.64809,2,1.0,70.0,2,1125,0,7,0
21379196,41.97772,-87.69029,2,1.0,45.0,1,4,6,83,24
21380109,41.84862,-87.63412,16,2.0,200.0,1,1125,27,52,22
21390692,41.81777,-87.61877,6,2.0,150.0,2,1125,30,55,16
21398720,41.9454,-87.68508,6,1.0,175.0,1,1000,30,82,35
21398801,41.79357,-87.70178,3,1.0,46.0,1,15,30,133,69
21401178,41.96903,-87.68089,2,1.0,75.0,1,30,0,72,42
21412083,41.91924,-87.70858,1,1.0,55.0,28,100,0,1,1
21413004,41.89496,-87.67246999999998,4,1.5,175.0,2,30,22,20,11
21423682,41.9681,-87.69803,4,1.0,250.0,2,1125,23,20,10
21425414,41.95562,-87.72712,12,3.5,173.0,1,1124,30,85,25
21436420,41.94539,-87.65145,8,2.0,170.0,1,1125,0,42,18
21457612,41.86956,-87.66071,2,1.0,98.0,14,1125,30,14,1
21471452,41.89643,-87.68014000000002,2,1.0,115.0,1,2,0,0,0
21472296,41.90182,-87.67304,4,2.0,160.0,2,90,0,13,3
21472684,41.8255,-87.60599,12,3.5,400.0,3,30,26,55,20
21473709,41.90953,-87.68205999999998,4,1.0,150.0,2,1125,23,10,10
21474174,41.93944000000001,-87.66421,5,1.0,69.0,2,1125,0,16,5
21476855,41.89053,-87.62866,4,1.0,63.0,3,1123,1,27,5
21486716,41.91946,-87.70392,2,1.0,85.0,25,90,0,58,18
21486813,41.95144000000001,-87.68164,4,2.0,130.0,2,1125,30,86,36
21487606,41.94794,-87.77038,4,1.0,83.0,1,30,25,158,49
21488226,41.93487,-87.70182,16,3.5,325.0,2,1125,27,98,33
21501639,41.93786,-87.74067,2,1.0,40.0,1,1125,0,121,22
21505436,41.88114,-87.64378,5,1.0,80.0,1,1125,0,5,0
21516696,41.99255,-87.78390999999998,8,1.5,150.0,1,1125,0,26,3
21525948,41.92259,-87.7127,5,1.0,59.0,5,60,0,113,43
21539533,41.80253,-87.60377,2,1.0,39.0,1,1125,13,124,71
21545552,41.93708,-87.81612,4,1.0,74.0,3,28,14,120,46
21547974,41.91341,-87.63927,3,1.0,80.0,90,1125,0,0,0
21549436,41.93674,-87.72061,3,1.0,75.0,2,1125,8,77,56
21550660,41.91042,-87.67299999999999,4,1.5,125.0,3,1125,2,21,8
21553035,41.68923,-87.60536,6,1.5,91.0,2,25,24,92,44
21553179,41.9385,-87.66546,2,2.0,30.0,2,1125,21,29,19
21565589,41.93979,-87.68168,8,1.5,78.0,4,1124,29,98,35
21567141,41.99542,-87.68966999999998,3,1.0,49.0,1,1125,0,94,52
21568543,41.94027,-87.66565,2,1.0,20.0,2,1125,7,26,16
21568743,41.9461,-87.65115,5,1.0,145.0,1,1124,0,51,13
21580224,41.91204000000001,-87.6489,12,3.0,399.0,2,1125,15,74,49
21592893,41.94516,-87.66381,6,2.0,350.0,2,1125,0,1,1
21596172,41.97421,-87.75149,1,1.0,55.0,2,1125,0,8,6
21603579,41.89079,-87.65786999999996,4,1.5,140.0,4,90,7,20,10
21605962,41.85798,-87.6505,6,1.5,155.0,2,25,29,46,10
21610508,41.92131,-87.66365,6,1.0,125.0,1,28,22,80,34
21612005,41.95519,-87.72681,3,1.0,55.0,1,7,0,43,18
21612957,41.94556,-87.65016999999996,4,1.0,28.0,1,1125,0,3,0
21623896,41.86565,-87.62625,4,2.0,88.0,60,1125,27,0,0
21629754,41.84784000000001,-87.68491999999998,2,1.0,67.0,1,1125,30,39,17
21630843,41.85471,-87.62754,6,1.0,200.0,1,1125,22,54,24
21636681,41.98532,-87.67211999999998,2,1.0,25.0,1,1125,0,59,22
21644999,41.94228,-87.64211,2,1.0,125.0,2,1125,22,22,7
21646435,41.87766,-87.63396999999998,5,2.0,105.0,185,1125,29,0,0
21647029,41.94666,-87.67508000000002,10,2.0,230.0,3,1125,28,115,43
21648347,41.93984,-87.78709,2,1.0,69.0,1,1125,1,56,25
21648462,41.93984,-87.78788,2,1.0,49.0,1,1125,11,32,21
21660202,41.94466,-87.64936999999998,3,1.0,75.0,1,30,0,2,0
21660918,41.94528,-87.65205,2,1.0,45.0,1,20,0,2,0
21661168,41.95632,-87.77405999999998,4,1.0,60.0,1,15,23,172,64
21661244,41.94600000000001,-87.65241999999998,2,1.0,45.0,1,20,0,1,0
21661817,41.91792,-87.6544,7,2.0,499.0,2,7,0,1,1
21663035,41.93986,-87.66365,2,1.0,20.0,1,1125,8,38,15
21665879,41.93989000000001,-87.78783,2,1.0,44.0,1,1125,0,19,5
21667138,41.93841,-87.78782,1,1.0,45.0,1,1125,0,51,24
21667420,41.93991,-87.78643000000002,2,1.0,59.0,2,1125,30,37,12
21667691,41.94666,-87.6493,1,1.0,27.0,1,30,0,11,0
21676916,41.89235,-87.62732,4,1.0,600.0,4,90,0,59,59
21677144,41.99433,-87.6693,4,1.0,88.0,2,180,0,46,19
21678043,41.9393,-87.65266,1,1.0,25.0,1,20,0,4,0
21678230,41.94133,-87.65368000000002,1,1.0,25.0,1,20,0,6,0
21678284,41.94119,-87.65396,1,1.0,28.0,1,20,0,6,0
21678923,41.94651,-87.65011,6,1.0,110.0,1,1125,0,1,0
21679357,41.94567,-87.64919,5,1.0,110.0,1,30,0,0,0
21679500,41.94559,-87.64933,4,1.0,80.0,1,30,0,1,0
21679688,41.93884,-87.65231999999996,3,1.0,70.0,1,1125,0,3,0
21681234,41.96426,-87.68528,2,1.0,125.0,2,29,28,177,81
21684622,41.91859,-87.68645,6,1.0,69.0,1,1125,29,223,86
21690075,41.90509,-87.63376,3,1.0,125.0,3,30,0,9,1
21690615,41.94743,-87.65906,12,2.0,600.0,1,1125,27,28,13
21692794,41.88155,-87.66875,3,1.0,120.0,2,60,0,0,0
21694897,41.94513,-87.64918,3,1.0,70.0,1,1125,0,1,0
21695306,41.94055,-87.65429,2,1.0,54.0,2,1125,0,0,0
21695428,41.9407,-87.65205999999998,2,1.0,54.0,2,1125,0,2,0
21695514,41.94614,-87.64950999999998,2,1.0,54.0,2,1125,0,0,0
21696464,41.89882,-87.68791999999998,2,1.0,89.0,3,21,0,5,3
21696642,41.89278,-87.63006,4,2.0,118.0,1,30,0,0,0
21700360,41.9993,-87.67294,2,1.0,90.0,2,1125,30,10,5
21700748,41.96407,-87.65188,2,1.0,90.0,3,1123,22,27,5
21701883,41.89101,-87.65809,4,1.0,90.0,2,1125,25,116,40
21710408,41.934,-87.68793000000002,8,3.0,498.0,182,1125,30,0,0
21721261,41.87687,-87.69553,8,1.0,49.0,7,1125,25,166,62
21726928,41.9399,-87.66349,2,1.0,40.0,2,1125,22,43,15
21736570,41.94184,-87.6782,3,1.0,85.0,2,30,30,90,35
21738134,41.81459,-87.6156,12,2.0,325.0,2,10,30,26,12
21739162,41.90137,-87.68064,2,1.0,60.0,3,1125,0,15,5
21748100,41.92054,-87.71558,2,1.0,48.0,1,30,27,160,64
21756200,41.94097,-87.66354,6,2.0,61.0,4,1124,19,76,29
21764694,41.97654,-87.74931,1,1.0,34.0,15,320,28,3,1
21771175,41.96194000000001,-87.7485,1,1.0,95.0,2,1125,29,2,2
21772526,41.99913,-87.67043000000002,2,1.0,90.0,2,1125,30,66,22
21772553,41.91435,-87.76508000000004,5,1.0,45.0,1,1125,14,188,66
21782770,41.75428,-87.72759,4,2.0,79.0,2,1125,1,69,26
21783333,41.80094,-87.60358000000002,8,3.0,150.0,1,30,30,215,56
21783531,41.89234,-87.64966,6,2.0,79.0,5,1124,16,119,37
21784529,41.92178,-87.70600999999998,5,1.5,79.0,2,1125,0,23,11
21784716,41.923,-87.65290999999998,8,2.5,130.0,3,1124,30,95,27
21785655,41.94696,-87.65139,2,1.0,75.0,2,1125,0,1,0
21788299,41.91636,-87.67392,2,1.5,239.0,2,1125,0,10,4
21797009,41.8918,-87.61985,4,2.0,280.0,3,1125,0,0,0
21801779,41.78122000000001,-87.60985,6,1.0,75.0,1,14,25,19,19
21802068,41.79996,-87.60185,4,1.0,93.0,30,365,28,1,0
21802525,41.89426,-87.64303000000002,4,1.0,69.0,1,1125,0,0,0
21808592,41.97497,-87.78705,2,2.0,24.0,1,1125,19,80,55
21810308,41.94316,-87.65966999999998,6,2.5,290.0,4,1125,0,0,0
21810646,41.85662,-87.62824,5,2.0,220.0,3,1125,0,0,0
21810955,41.97558,-87.78523,2,2.0,23.0,1,1125,8,28,23
21811012,41.89955,-87.677,2,1.0,80.0,2,10,0,1,0
21812384,41.89169,-87.61969,3,1.0,250.0,28,1125,6,3,0
21817363,41.96881,-87.70767,6,2.0,175.0,2,1125,28,154,79
21838090,41.9464,-87.64944,1,1.0,54.0,2,1125,0,1,0
21839421,41.90692,-87.69479,7,3.0,134.0,2,21,30,71,25
21846991,41.95083,-87.70795,6,1.0,94.0,2,29,0,123,52
21856463,41.90304,-87.67278,5,2.0,200.0,1,1125,11,18,5
21860008,41.94587,-87.65463000000004,1,11.0,23.0,1,14,22,21,13
21862111,41.96704,-87.6935,5,1.0,95.0,2,1125,17,101,41
21862235,41.89212,-87.65681,7,2.0,183.0,4,9,0,53,24
21879603,41.92803,-87.64454,5,2.0,152.0,5,16,30,117,46
21886537,41.97061,-87.71763,2,1.0,32.0,1,62,0,31,31
21890842,41.88124000000001,-87.64061,3,1.0,129.0,1,100,8,225,71
21891700,42.01132,-87.69866999999998,1,1.0,36.0,1,60,28,3,3
21893203,41.81459,-87.6156,8,1.0,188.0,2,10,30,32,10
21894548,41.90224,-87.67913,2,1.0,63.0,2,1125,24,94,37
21900672,41.9246,-87.723,12,2.0,249.0,3,30,4,63,23
21912531,41.91836,-87.68852,12,2.0,135.0,1,1125,0,16,5
21922221,41.93369000000001,-87.72944,2,1.0,40.0,3,365,7,4,4
21924833,41.91392000000001,-87.63951999999998,4,1.5,200.0,2,1125,29,70,25
21925832,41.81593,-87.64197,2,1.0,65.0,1,1125,29,4,2
21933351,41.99396,-87.67300999999998,10,2.0,200.0,2,1125,26,108,44
21967501,42.00282,-87.66152,2,1.0,40.0,1,31,0,5,0
21968794,41.94695,-87.65008,4,2.0,115.0,1,1125,28,164,52
21980644,41.92081,-87.70917,2,1.0,40.0,1,5,11,300,120
21983043,41.97051,-87.65856,2,1.0,120.0,2,29,30,16,5
21983138,41.94671,-87.66586,4,1.0,99.0,2,1125,0,0,0
21984500,41.86963,-87.68907,2,1.5,70.0,4,365,0,0,0
21994824,41.77608,-87.59451,3,1.0,85.0,2,1125,0,36,11
22000679,41.89983,-87.69578,8,1.0,94.0,2,1125,28,151,53
22001585,41.91121,-87.64953,2,1.0,139.0,4,180,27,0,0
22002128,41.87116,-87.68796999999998,16,3.5,500.0,2,1125,30,90,29
22002450,41.94754,-87.65365,15,1.5,65.0,1,1125,17,72,27
22017438,41.93507,-87.63951999999998,3,1.0,71.0,1,1125,0,2,0
22031417,41.92212,-87.64022,16,2.0,789.0,1,1125,29,14,8
22032769,41.99353,-87.67489,4,3.0,293.0,2,1125,25,3,3
22036047,41.87528,-87.73238,2,1.0,29.0,1,1125,0,25,5
22045956,41.94945,-87.70487,6,1.0,107.0,2,29,0,113,68
22046086,41.90855,-87.67415,3,1.0,72.0,5,1125,30,2,0
22047867,41.89251,-87.62446,2,1.0,160.0,3,1125,29,14,0
22048485,41.88596,-87.61666,2,1.0,120.0,2,1125,0,2,0
22068107,41.9168,-87.67278,2,1.5,60.0,1,14,20,88,32
22078823,41.93261,-87.79106,2,1.0,69.0,2,1125,30,20,5
22084619,41.94617,-87.64309,1,1.0,100.0,1,1125,0,0,0
22086231,41.91687,-87.70810999999998,5,1.0,65.0,7,90,29,66,32
22086468,41.90372,-87.69651,2,1.0,61.0,3,90,0,41,21
22088346,41.89182,-87.66364,4,2.5,250.0,3,10,0,26,14
22101398,41.9776,-87.68409,6,1.0,85.0,1,1125,7,73,24
22103017,41.89502,-87.63448000000002,4,1.5,295.0,2,14,30,8,3
22105877,41.92067,-87.71722,10,2.0,179.0,3,1124,0,23,12
22106227,41.95568,-87.65174,2,1.0,160.0,2,30,29,48,14
22106578,41.9192,-87.71276999999998,5,1.0,86.0,2,30,30,90,69
22109063,41.80045,-87.59822,2,1.0,45.0,1,210,18,107,39
22109587,41.76042,-87.56215,2,1.5,35.0,2,30,30,12,1
22129747,41.88786,-87.61614,4,2.0,149.0,2,1125,0,28,1
22143927,41.95784,-87.69055999999998,2,1.0,51.0,6,1125,12,78,24
22148940,41.89427,-87.65808,10,3.0,106.0,4,1124,30,97,37
22150002,41.89397,-87.65722,7,2.0,82.0,4,1124,16,116,42
22152280,41.96982,-87.70518,2,1.0,40.0,1,4,0,46,18
22176673,41.81976,-87.61354,1,1.5,150.0,2,1125,30,1,0
22207923,41.89204,-87.62845,6,2.0,354.0,1,28,28,35,22
22207969,41.89201,-87.62848000000002,6,2.0,256.0,1,28,28,24,15
22208024,41.89199,-87.62836999999998,6,2.0,354.0,1,28,28,24,11
22208093,41.89199,-87.6284,6,2.0,389.0,1,28,28,36,15
22208149,41.89198,-87.62863,6,2.0,372.0,1,28,28,17,9
22208207,41.89198,-87.6284,6,2.0,367.0,1,28,28,32,23
22208261,41.89232,-87.62845,6,2.0,370.0,1,28,28,29,20
22208324,41.89209,-87.62846,6,2.0,376.0,1,28,28,32,24
22208400,41.89194000000001,-87.62912,6,2.0,368.0,1,28,28,24,21
22208453,41.89211,-87.62903,6,2.0,373.0,1,28,28,22,15
22208495,41.89229,-87.62836999999998,6,2.0,313.0,1,28,28,13,8
22209733,41.93058,-87.71631,5,1.0,85.0,2,1125,0,0,0
22210659,41.90296,-87.6332,2,1.0,46.0,30,60,0,4,2
22216264,41.78494,-87.59999,8,3.0,210.0,2,90,30,86,32
22221220,41.78414,-87.61032,10,2.0,120.0,2,1125,28,70,20
22224648,41.9556,-87.69894000000002,4,1.0,66.0,2,1125,0,24,3
22230033,41.91278,-87.65086,3,1.0,85.0,1,1125,21,95,39
22235416,41.89209,-87.62836999999998,6,2.0,379.0,1,28,28,19,10
22242931,41.91091,-87.64169,6,2.0,150.0,2,31,30,100,33
22244557,41.97017,-87.65566,4,1.0,89.0,1,1125,30,21,0
22259973,41.79916,-87.59098,5,1.0,100.0,2,7,0,0,0
22264612,41.91492,-87.67266,4,1.0,24.0,1,1125,24,188,83
22265007,41.91063,-87.67203,6,3.0,35.0,1,1125,24,190,62
22278355,41.95061,-87.67199000000002,4,1.0,118.0,2,21,23,106,35
22287352,41.79727000000001,-87.59696,2,1.0,75.0,2,1125,7,12,12
22306887,41.85253,-87.66764,6,1.0,35.0,1,1125,30,64,18
22306888,41.85374,-87.66919,7,1.0,27.0,1,1125,30,24,4
22307184,41.74888,-87.60668000000004,10,1.0,70.0,1,1125,0,91,36
22310932,41.96091,-87.65628000000002,4,1.0,79.0,4,1124,30,29,6
22320384,41.77002,-87.57451,8,2.5,150.0,30,180,30,24,0
22321738,41.77031,-87.57536999999998,2,1.5,65.0,2,1125,30,15,8
22325114,41.90925,-87.67215,2,1.0,40.0,2,6,25,50,19
22338469,41.94429,-87.67641,7,2.0,399.0,3,30,8,0,0
22352557,41.87662,-87.73044,16,2.0,200.0,1,60,0,62,27
22357433,41.94745,-87.66957,2,1.0,55.0,1,2,0,1,0
22358244,41.97945,-87.65765,6,2.0,87.0,3,1124,15,56,25
22371480,41.95165,-87.67007,6,1.0,187.0,7,100,0,35,20
22388130,41.92191,-87.71413000000004,3,1.0,89.0,2,1125,0,146,36
22389768,41.9156,-87.63671,2,1.0,110.0,2,30,0,147,62
22397026,41.93384,-87.71279,6,1.0,115.0,1,1125,29,42,18
22398218,41.98501,-87.66215,3,1.0,149.0,2,1125,29,22,12
22399540,41.80158,-87.60254,8,3.0,125.0,1,1125,30,182,71
22407641,41.9063,-87.63037,4,1.0,250.0,1,1125,0,0,0
22424599,41.78388,-87.61084,2,1.0,54.0,2,28,30,54,20
22434146,42.01653,-87.68778,6,2.0,33.0,1,1125,0,0,0
22435069,42.01747,-87.68666999999998,3,2.0,25.0,1,1125,28,9,8
22435792,41.9173,-87.69085,9,2.5,112.0,3,1124,0,74,15
22438448,41.91934000000001,-87.68729,2,1.0,29.0,1,1125,29,29,13
22439519,41.92001,-87.68585,2,1.0,39.0,1,1125,29,21,7
22449611,41.89234,-87.61808,4,2.0,200.0,35,90,23,3,1
22453740,41.89903,-87.62985,2,1.0,175.0,2,1125,30,28,11
22470517,41.91942,-87.71275,7,1.0,70.0,2,1125,19,131,99
22470940,41.96735,-87.69119,2,1.0,45.0,2,1125,7,28,5
22478199,42.01606,-87.6884,2,2.0,20.0,1,1125,28,45,19
22479583,41.89958,-87.69018,6,2.0,120.0,3,1125,8,90,39
22504956,41.89075,-87.62147,4,1.0,129.0,21,1125,30,4,2
22505241,41.84926,-87.68328000000002,2,1.0,30.0,3,7,0,1,0
22524066,41.9479,-87.65079,1,1.0,100.0,1,6,29,22,11
22535439,41.94,-87.78711,1,1.0,39.0,2,1125,30,24,13
22559829,41.89862,-87.66731999999998,8,2.0,349.0,1,1124,0,34,0
22559934,41.90466,-87.66945,6,1.0,64.0,4,1124,0,100,35
22567457,41.80186,-87.59219,1,1.0,90.0,2,30,26,18,9
22569267,41.87517,-87.73437,2,1.0,37.0,1,1125,11,18,11
22582564,41.97733,-87.68869000000002,2,1.0,50.0,2,31,0,64,27
22583075,41.82965,-87.67652,2,1.0,65.0,1,1125,29,36,19
22586737,41.83099,-87.67647,1,1.0,50.0,1,1125,29,25,6
22588022,41.82908,-87.67684,1,1.0,50.0,1,1125,29,27,17
22589026,41.93976,-87.66393000000002,2,1.0,20.0,2,1125,22,18,6
22599315,41.94455,-87.67978000000002,4,1.0,199.0,3,1125,29,4,1
22602386,41.83883,-87.65602,1,1.0,20.0,1,1125,29,23,7
22617337,41.94401,-87.64645,2,1.0,99.0,1,60,0,50,4
22627276,42.0169,-87.68674,3,2.0,30.0,1,1125,23,5,1
22627823,42.01653,-87.68778,12,1.0,200.0,1,1125,0,0,0
22628686,41.91093,-87.63303,14,1.5,159.0,2,1125,29,85,47
22629758,41.9578,-87.6455,3,1.0,35.0,1,1125,0,4,0
22646808,41.83936,-87.64955,4,1.0,80.0,1,31,0,131,55
22647101,41.85185,-87.66949,4,1.0,20.0,1,1125,9,95,44
22655037,41.94356,-87.66597,9,3.0,199.0,1,365,30,133,50
22657745,41.94287,-87.64655,3,1.0,75.0,2,1125,0,23,9
22673292,41.88421,-87.77371,3,1.0,69.0,2,366,30,67,16
22674065,41.90849,-87.62801999999998,4,1.0,71.0,1,1125,29,42,22
22675503,41.87794,-87.68412,8,2.5,99.0,2,60,30,96,32
22675870,41.90108,-87.63444,2,1.0,65.0,2,7,0,4,0
22675947,41.85801,-87.63221999999998,8,1.5,155.0,2,180,8,118,42
22681695,41.87994000000001,-87.68721,4,1.0,77.0,2,31,30,89,36
22685146,41.94693,-87.65101999999996,9,2.0,225.0,1,1125,0,32,26
